latitude,longitude,Events,Type
23.744186,84.504429,1,Left Wing Extremism
24.601587,84.868848,1,Left Wing Extremism
24.551295,84.140936,1,Left Wing Extremism
21.333231,83.618894,1,Left Wing Extremism
18.364195,81.892418,1,Left Wing Extremism
24.159623,83.803807,1,Left Wing Extremism
24.542199,84.279232,1,Left Wing Extremism
23.610181,85.279935,1,Left Wing Extremism
24.519673,87.571717,1,Left Wing Extremism
26.112071,85.373064,1,Left Wing Extremism
19.595851,81.663776,1,Left Wing Extremism
22.486676,86.499655,1,Left Wing Extremism
27.382655,95.900036,1,Nationalist/Sub-nationalist Movement
18.024862,83.157163,1,Left Wing Extremism
21.113056,82.995848,1,Left Wing Extremism
34.08374,74.789902,1,Religious Inspired: Islamic
23.744186,84.504429,1,Left Wing Extremism
19.796974,84.365893,1,Left Wing Extremism
19.585971,84.689749,1,Left Wing Extremism
18.205268,80.670844,1,Left Wing Extremism
25.15192,93.969963,1,Nationalist/Sub-nationalist Movement
24.764723,86.337306,1,Left Wing Extremism
25.467031,91.366216,1,Nationalist/Sub-nationalist Movement
24.128611,84.185711,1,Left Wing Extremism
26.398022,90.269415,1,Left Wing Extremism
24.128611,84.185711,1,Left Wing Extremism
26.590179,85.494267,1,Left Wing Extremism
24.584618,84.302996,1,Left Wing Extremism
18.973896,81.399096,1,Left Wing Extremism
27.491929,95.347833,1,Nationalist/Sub-nationalist Movement
20.973302,86.49618,1,Left Wing Extremism
19.764927,83.882024,1,Left Wing Extremism
19.768279,83.649123,1,Left Wing Extremism
34.288891,74.463715,1,Religious Inspired: Islamic
34.288891,74.463715,1,Religious Inspired: Islamic
34.288891,74.463715,1,Religious Inspired: Islamic
23.834855,83.97279,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
26.149794,91.763931,1,Nationalist/Sub-nationalist Movement
24.35,93.7,1,Nationalist/Sub-nationalist Movement
25.755953,90.677305,1,Nationalist/Sub-nationalist Movement
24.173149,83.808662,1,Left Wing Extremism
24.173149,83.808662,1,Left Wing Extremism
25.495444,90.616793,1,Nationalist/Sub-nationalist Movement
17.838008,81.428585,1,Left Wing Extremism
25.497013,90.086914,1,Nationalist/Sub-nationalist Movement
24.855126,93.617664,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.328989,93.986769,1,Nationalist/Sub-nationalist Movement
24.743562,93.419645,1,Nationalist/Sub-nationalist Movement
25.49546,90.61682,1,Nationalist/Sub-nationalist Movement
25.311849,94.496743,1,Nationalist/Sub-nationalist Movement
23.846121,84.816828,1,Left Wing Extremism
22.576173,86.641996,1,Left Wing Extremism
22.480441,86.514666,1,Left Wing Extremism
18.583752,80.769661,1,Left Wing Extremism
18.184536,81.411415,1,Left Wing Extremism
25.49546,90.61682,1,Nationalist/Sub-nationalist Movement
22.37955,85.39837,1,Left Wing Extremism
19.028722,82.694242,1,Left Wing Extremism
18.33892,81.942155,1,Left Wing Extremism
21.278657,81.866144,1,Left Wing Extremism
24.177863,86.306667,1,Left Wing Extremism
25.755953,90.677305,1,Nationalist/Sub-nationalist Movement
25.755953,90.677305,1,Nationalist/Sub-nationalist Movement
23.744186,84.504429,1,Left Wing Extremism
25.32656,90.563989,1,Nationalist/Sub-nationalist Movement
23.076901,85.280578,1,Left Wing Extremism
25.61684,90.531203,1,Nationalist/Sub-nationalist Movement
12.134717,75.297579,1,Left Wing Extremism
26.149794,91.763931,1,Nationalist/Sub-nationalist Movement
25.564932,90.225271,1,Nationalist/Sub-nationalist Movement
28.585836,77.153336,1,Religious Inspired: Islamic
25.853894,90.945418,1,Nationalist/Sub-nationalist Movement
24.780654,93.967437,1,Nationalist/Sub-nationalist Movement
20.8167,82.5333,1,Left Wing Extremism
22.1167,84.0333,1,Left Wing Extremism
25.848178,90.406702,1,Nationalist/Sub-nationalist Movement
24.817544,93.916458,1,Nationalist/Sub-nationalist Movement
24.817544,93.916458,1,Nationalist/Sub-nationalist Movement
24.204235,84.870937,1,Left Wing Extremism
18.856056,82.734714,1,Left Wing Extremism
23.91925,84.291076,1,Left Wing Extremism
19.907671,84.12182,1,Left Wing Extremism
21.177289,83.567061,1,Left Wing Extremism
18.364195,81.892418,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
23.4333,84.6833,1,Left Wing Extremism
18.364195,81.892418,1,Left Wing Extremism
33.797161,75.090141,1,Religious Inspired: Islamic
24.92326,86.220238,1,Left Wing Extremism
24.92326,86.220238,1,Left Wing Extremism
24.92326,86.220238,1,Left Wing Extremism
18.813487,82.712333,1,Left Wing Extremism
18.486587,82.237957,1,Left Wing Extremism
20.498551,82.810186,1,Left Wing Extremism
23.214156,92.375192,1,Nationalist/Sub-nationalist Movement
18.5435,82.222788,1,Left Wing Extremism
27.126875,94.740042,1,Nationalist/Sub-nationalist Movement
20.181843,80.006844,1,Left Wing Extremism
25.501786,91.784924,1,Nationalist/Sub-nationalist Movement
24.817544,93.916458,1,Nationalist/Sub-nationalist Movement
25.567937,90.224466,1,Nationalist/Sub-nationalist Movement
26.072512,90.588679,1,Nationalist/Sub-nationalist Movement
25.815389,90.789321,1,Nationalist/Sub-nationalist Movement
27.567739,95.557243,1,Nationalist/Sub-nationalist Movement
25.194722,90.345,1,Nationalist/Sub-nationalist Movement
25.376892,89.869963,1,Nationalist/Sub-nationalist Movement
25.855133,93.625149,1,Nationalist/Sub-nationalist Movement
26.639243,91.574214,1,Nationalist/Sub-nationalist Movement
26.588354,93.748589,1,Nationalist/Sub-nationalist Movement
18.391012,81.656929,1,Left Wing Extremism
20.271944,81.493056,1,Left Wing Extremism
22.96908,85.289352,1,Left Wing Extremism
25.722446,90.190917,1,Nationalist/Sub-nationalist Movement
25.318662,90.440804,1,Nationalist/Sub-nationalist Movement
19.598623,80.226578,1,Left Wing Extremism
18.768304,82.903944,1,Left Wing Extremism
27.066951,95.036459,1,Nationalist/Sub-nationalist Movement
34.08374,74.789902,1,Religious Inspired: Islamic
18.708185,82.99166,1,Left Wing Extremism
18.933338,83.257291,1,Left Wing Extremism
18.390961,81.662323,1,Left Wing Extremism
18.775175,80.536697,1,Left Wing Extremism
24.165471,86.223142,1,Left Wing Extremism
20.181843,80.006844,1,Left Wing Extremism
21.812516,80.183832,1,Left Wing Extremism
25.198651,90.554631,1,Nationalist/Sub-nationalist Movement
20.181843,80.006844,1,Left Wing Extremism
25.318662,90.440804,1,Nationalist/Sub-nationalist Movement
19.715202,80.588744,1,Left Wing Extremism
18.701641,81.248451,1,Left Wing Extremism
25.578773,91.893254,1,Nationalist/Sub-nationalist Movement
33.311591,75.766219,1,Religious Inspired: Islamic
18.813487,82.712333,1,Left Wing Extremism
26.54257,90.474846,1,Nationalist/Sub-nationalist Movement
17.838008,81.428585,1,Left Wing Extremism
23.606882,91.819644,1,Nationalist/Sub-nationalist Movement
20.817079,82.533622,1,Left Wing Extremism
26.398022,90.269415,1,Left Wing Extremism
19.714948,81.245587,1,Left Wing Extremism
18.879649,83.169137,1,Left Wing Extremism
25.939694,90.770842,1,Nationalist/Sub-nationalist Movement
18.708305,80.995499,1,Left Wing Extremism
19.922273,80.543224,1,Left Wing Extremism
20.035988,80.620102,1,Left Wing Extremism
27.380609,95.171827,1,Nationalist/Sub-nationalist Movement
22.447033,85.254824,1,Left Wing Extremism
16.854884,74.56357,1,Religious Inspired: Hindu
20.54912,79.456337,1,Left Wing Extremism
18.390844,81.662323,1,Left Wing Extremism
22.239795,85.305001,1,Left Wing Extremism
21.458804,80.197419,1,Left Wing Extremism
24.562394,85.296825,1,Left Wing Extremism
18.522484,81.755294,1,Left Wing Extremism
17.466449,78.284582,1,Nationalist/Sub-nationalist Movement
27.027712,95.030176,1,Nationalist/Sub-nationalist Movement
19.6,81.6667,1,Left Wing Extremism
34.08374,74.789902,1,Religious Inspired: Islamic
20.73044,82.418068,1,Left Wing Extremism
17.466449,78.284582,1,Left Wing Extremism
34.288891,74.463715,1,Religious Inspired: Islamic
20.302857,81.345239,1,Left Wing Extremism
20.329769,80.477669,1,Left Wing Extremism
18.486587,82.237957,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
19.357915,83.50702,1,Left Wing Extremism
27.5667,80.6833,1,Left Wing Extremism
17.4721,78.344397,1,Nationalist/Sub-nationalist Movement
27.556664,95.692979,1,Nationalist/Sub-nationalist Movement
18.363526,81.895253,1,Left Wing Extremism
26.072512,90.588679,1,Nationalist/Sub-nationalist Movement
25.330097,90.563609,1,Nationalist/Sub-nationalist Movement
34.08374,74.789902,1,Religious Inspired: Islamic
26.240677,85.217654,1,Left Wing Extremism
21.091089,80.931236,1,Left Wing Extremism
25.24003,86.984512,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
25.197613,86.540267,1,Left Wing Extremism
13.024523,77.640726,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
22.709817,85.538047,1,Left Wing Extremism
19.714948,81.245587,1,Left Wing Extremism
13.024523,77.640726,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
20.237556,84.270018,1,Left Wing Extremism
19.62801,81.81928,1,Left Wing Extremism
24.442973,84.394202,1,Left Wing Extremism
18.708305,80.995499,1,Left Wing Extremism
25.966816,93.438668,1,Nationalist/Sub-nationalist Movement
18.933338,83.257291,1,Left Wing Extremism
19.876165,75.343314,1,Left Wing Extremism
25.197613,86.540267,1,Left Wing Extremism
18.96149,82.27448,1,Left Wing Extremism
20.181843,80.006844,1,Left Wing Extremism
20.75041,82.862716,1,Left Wing Extremism
20.75041,82.862716,1,Left Wing Extremism
20.75041,82.862716,1,Left Wing Extremism
23.817071,84.498117,1,Left Wing Extremism
27.027712,95.030176,1,Nationalist/Sub-nationalist Movement
25.5,90.333333,1,Nationalist/Sub-nationalist Movement
25.903983,90.64411,1,Nationalist/Sub-nationalist Movement
24.927484,86.330092,1,Left Wing Extremism
18.933338,83.257291,1,Left Wing Extremism
20.7167,83.4833,1,Left Wing Extremism
23.905309,86.193332,1,Left Wing Extremism
23.905309,86.193332,1,Left Wing Extremism
23.743805,84.504337,1,Left Wing Extremism
23.747365,84.428637,1,Left Wing Extremism
33.931011,75.114212,1,Religious Inspired: Islamic
23.540541,74.442253,1,Left Wing Extremism
25.580833,91.873611,1,Nationalist/Sub-nationalist Movement
24.663717,93.906269,1,Nationalist/Sub-nationalist Movement
19.177486,84.460582,1,Left Wing Extremism
24.628864,93.761286,1,Nationalist/Sub-nationalist Movement
24.434843,94.20707,1,Nationalist/Sub-nationalist Movement
34.01083,74.913335,1,Religious Inspired: Islamic
18.363526,81.895253,1,Left Wing Extremism
18.225234,82.06208,1,Left Wing Extremism
23.674553,86.19925,1,Left Wing Extremism
19.357915,83.50702,1,Left Wing Extremism
20.7167,83.4833,1,Left Wing Extremism
19.357915,83.50702,1,Left Wing Extremism
24.951111,94.198056,1,Nationalist/Sub-nationalist Movement
17.405285,75.136718,1,Left Wing Extremism
18.363526,81.895253,1,Left Wing Extremism
25.755953,90.677305,1,Nationalist/Sub-nationalist Movement
22.526898,79.838078,1,Left Wing Extremism
25.755953,90.677305,1,Nationalist/Sub-nationalist Movement
24.663717,93.906269,1,Nationalist/Sub-nationalist Movement
24.284148,86.093731,1,Left Wing Extremism
23.07,85.28,1,Left Wing Extremism
22.856126,86.012157,1,Left Wing Extremism
24.204235,84.870937,1,Left Wing Extremism
25.755953,90.677305,1,Nationalist/Sub-nationalist Movement
17.864437,81.408409,1,Left Wing Extremism
17.864437,81.408409,1,Left Wing Extremism
25.853265,90.645103,1,Nationalist/Sub-nationalist Movement
12.172242,75.194651,1,Left Wing Extremism
26.169455,90.619576,1,Nationalist/Sub-nationalist Movement
18.52043,73.856744,1,Religious Inspired: Islamic
18.52043,73.856744,1,Religious Inspired: Islamic
18.52043,73.856744,1,Religious Inspired: Islamic
18.52043,73.856744,1,Religious Inspired: Islamic
18.52043,73.856744,1,Religious Inspired: Islamic
18.52043,73.856744,1,Religious Inspired: Islamic
25.49546,90.61682,1,Nationalist/Sub-nationalist Movement
34.288891,74.463715,1,Religious Inspired: Islamic
24.036117,84.477797,1,Left Wing Extremism
22.856126,86.012157,1,Left Wing Extremism
19.714948,81.245587,1,Left Wing Extremism
18.49625,81.294556,1,Left Wing Extremism
20.633077,82.062313,1,Left Wing Extremism
18.527957,80.886276,1,Left Wing Extremism
18.9,81.35,1,Left Wing Extremism
18.363526,81.895253,1,Left Wing Extremism
26.072512,90.588679,1,Nationalist/Sub-nationalist Movement
26.980484,94.631367,1,Nationalist/Sub-nationalist Movement
34.08374,74.789902,1,Religious Inspired: Islamic
18.638763,81.444647,1,Left Wing Extremism
21.3333,83.6167,1,Left Wing Extremism
26.200604,92.937574,1,Nationalist/Sub-nationalist Movement
18.391012,81.656929,1,Left Wing Extremism
24.65233,93.990834,1,Nationalist/Sub-nationalist Movement
24.780654,93.967437,1,Nationalist/Sub-nationalist Movement
24.817544,93.916458,1,Nationalist/Sub-nationalist Movement
20.182405,80.003183,1,Left Wing Extremism
25.039984,84.982394,1,Left Wing Extremism
24.8699,94.050809,1,Nationalist/Sub-nationalist Movement
19.662351,80.234692,1,Left Wing Extremism
17.838008,81.428585,1,Left Wing Extremism
22.571359,86.488679,1,Left Wing Extremism
22.356111,81.540833,1,Left Wing Extremism
25.318662,90.440804,1,Nationalist/Sub-nationalist Movement
18.9,81.35,1,Left Wing Extremism
18.855598,82.736167,1,Left Wing Extremism
19.414671,80.589902,1,Left Wing Extremism
22.462537,85.520024,1,Left Wing Extremism
24.432459,93.804188,1,Nationalist/Sub-nationalist Movement
27.567739,95.557243,1,Nationalist/Sub-nationalist Movement
20.134204,84.016742,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
26.149794,91.763931,1,Nationalist/Sub-nationalist Movement
24.43068,93.806198,1,Nationalist/Sub-nationalist Movement
34.161541,74.553093,1,Religious Inspired: Islamic
26.479468,90.556866,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.584648,94.077457,1,Nationalist/Sub-nationalist Movement
27.400198,95.616598,1,Nationalist/Sub-nationalist Movement
26.507806,93.973651,1,Nationalist/Sub-nationalist Movement
23.023638,85.189404,1,Left Wing Extremism
18.391134,81.659273,1,Left Wing Extremism
20.094218,82.654485,1,Left Wing Extremism
24.871535,86.207106,1,Left Wing Extremism
19.689292,82.301773,1,Left Wing Extremism
17.405285,75.136718,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
21.411403,83.48858,1,Left Wing Extremism
24.73202,94.078674,1,Nationalist/Sub-nationalist Movement
26.980229,94.630088,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.77149,93.816204,1,Nationalist/Sub-nationalist Movement
18.225234,82.06208,1,Left Wing Extremism
25.902696,85.505955,1,Left Wing Extremism
22.408038,87.381073,1,Left Wing Extremism
24.305319,94.261372,1,Nationalist/Sub-nationalist Movement
23.745549,86.122583,1,Left Wing Extremism
18.257257,81.298996,1,Left Wing Extremism
22.799392,86.248873,1,Left Wing Extremism
22.709685,87.170958,1,Left Wing Extremism
18.391012,81.656929,1,Left Wing Extremism
18.561113,80.920395,1,Left Wing Extremism
22.544534,88.221773,1,Left Wing Extremism
25.068294,94.02853,1,Nationalist/Sub-nationalist Movement
24.303754,94.254486,1,Nationalist/Sub-nationalist Movement
25.446142,93.013695,1,Nationalist/Sub-nationalist Movement
24.353369,93.699361,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
17.247049,80.149295,1,Left Wing Extremism
25.163535,93.01364,1,Nationalist/Sub-nationalist Movement
25.163535,93.01364,1,Nationalist/Sub-nationalist Movement
24.817544,93.916458,1,Nationalist/Sub-nationalist Movement
18.153452,81.508949,1,Left Wing Extremism
24.772817,93.828127,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.436667,84.813611,1,Left Wing Extremism
24.817544,93.916458,1,Nationalist/Sub-nationalist Movement
18.9,81.35,1,Left Wing Extremism
23.801324,85.838262,1,Left Wing Extremism
18.363526,81.895253,1,Left Wing Extremism
26.499849,90.969535,1,Nationalist/Sub-nationalist Movement
18.752868,82.431531,1,Left Wing Extremism
24.442975,84.394202,1,Left Wing Extremism
34.08374,74.789902,1,Religious Inspired: Islamic
25.567169,90.525782,1,Nationalist/Sub-nationalist Movement
18.553137,82.488896,1,Left Wing Extremism
18.363526,81.895253,1,Left Wing Extremism
18.363526,81.895253,1,Left Wing Extremism
18.933338,83.257291,1,Left Wing Extremism
23.842201,92.029768,1,Nationalist/Sub-nationalist Movement
18.363526,81.895253,1,Left Wing Extremism
18.363526,81.895253,1,Left Wing Extremism
26.746018,92.095943,1,Nationalist/Sub-nationalist Movement
18.363526,81.895253,1,Left Wing Extremism
25.156571,84.421409,1,Left Wing Extremism
21.637221,84.044454,1,Left Wing Extremism
25.567937,90.224466,1,Nationalist/Sub-nationalist Movement
20.515545,84.118266,1,Left Wing Extremism
26.353568,83.552696,1,Left Wing Extremism
18.671206,81.19628,1,Left Wing Extremism
18.800412,80.815393,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
23.755579,84.354205,1,Left Wing Extremism
18.939291,81.267797,1,Left Wing Extremism
25.508549,90.619114,1,Nationalist/Sub-nationalist Movement
25.508549,90.619114,1,Nationalist/Sub-nationalist Movement
24.179793,86.306772,1,Left Wing Extremism
25.456872,90.703405,1,Nationalist/Sub-nationalist Movement
19.598623,80.226578,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
18.724824,81.407688,1,Left Wing Extremism
34.09074,74.846053,1,Religious Inspired: Islamic
19.839749,83.72547,1,Left Wing Extremism
19.423413,81.532538,1,Left Wing Extremism
18.352486,81.953482,1,Left Wing Extremism
20.492954,80.540807,1,Left Wing Extremism
26.575482,93.893271,1,Left Wing Extremism
25.169277,93.213627,1,Nationalist/Sub-nationalist Movement
19.044766,82.919769,1,Left Wing Extremism
24.765277,93.849116,1,Nationalist/Sub-nationalist Movement
25.163535,93.01364,1,Nationalist/Sub-nationalist Movement
22.210076,85.247011,1,Left Wing Extremism
23.693459,92.405398,1,Nationalist/Sub-nationalist Movement
19.414501,80.590422,1,Left Wing Extremism
34.08374,74.789902,1,Religious Inspired: Islamic
24.405289,87.301613,1,Left Wing Extremism
25.571117,90.222955,1,Nationalist/Sub-nationalist Movement
20.181843,80.006844,1,Left Wing Extremism
19.414814,80.589669,1,Left Wing Extremism
20.271944,81.493056,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
22.50757,85.376916,1,Left Wing Extremism
23.399772,91.752547,1,Nationalist/Sub-nationalist Movement
24.528349,84.590579,1,Left Wing Extremism
20.271644,80.309482,1,Left Wing Extremism
24.108456,83.677393,1,Left Wing Extremism
22.952885,86.059532,1,Left Wing Extremism
19.508955,83.308104,1,Left Wing Extremism
24.809954,94.529357,1,Nationalist/Sub-nationalist Movement
24.72438,84.859543,1,Left Wing Extremism
27.491929,95.347833,1,Nationalist/Sub-nationalist Movement
20.633748,82.060976,1,Left Wing Extremism
20.633427,82.060804,1,Left Wing Extremism
23.744186,84.504429,1,Left Wing Extremism
23.730198,84.296522,1,Left Wing Extremism
23.730198,84.296522,1,Left Wing Extremism
17.927194,80.905927,1,Left Wing Extremism
26.465236,94.056752,1,Nationalist/Sub-nationalist Movement
27.295647,95.736383,1,Nationalist/Sub-nationalist Movement
34.358352,74.433482,1,Religious Inspired: Islamic
24.151766,84.858978,1,Left Wing Extremism
23.926562,84.256204,1,Left Wing Extremism
20.244683,80.282758,1,Left Wing Extremism
24.253988,94.294342,1,Nationalist/Sub-nationalist Movement
18.394275,81.662636,1,Left Wing Extremism
18.900196,81.349797,1,Left Wing Extremism
23.943821,85.790076,1,Left Wing Extremism
27.026738,95.022506,1,Nationalist/Sub-nationalist Movement
18.860321,81.867528,1,Left Wing Extremism
27.62183,95.765995,1,Nationalist/Sub-nationalist Movement
26.433529,92.030881,1,Nationalist/Sub-nationalist Movement
26.357869,93.777377,1,Nationalist/Sub-nationalist Movement
26.537514,91.731912,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
23.420959,84.577897,1,Left Wing Extremism
24.773331,86.068756,1,Left Wing Extremism
26.046167,90.201657,1,Nationalist/Sub-nationalist Movement
26.048565,90.200732,1,Nationalist/Sub-nationalist Movement
26.046167,90.201657,1,Nationalist/Sub-nationalist Movement
26.052473,90.558615,1,Nationalist/Sub-nationalist Movement
26.169455,90.619576,1,Nationalist/Sub-nationalist Movement
26.072512,90.588679,1,Nationalist/Sub-nationalist Movement
25.955265,90.101326,1,Nationalist/Sub-nationalist Movement
26.035371,90.148237,1,Nationalist/Sub-nationalist Movement
26.097699,89.972452,1,Nationalist/Sub-nationalist Movement
24.609176,94.049135,1,Nationalist/Sub-nationalist Movement
27.448508,95.522338,1,Nationalist/Sub-nationalist Movement
18.472689,82.31917,1,Left Wing Extremism
25.907054,90.772892,1,Nationalist/Sub-nationalist Movement
22.585272,87.049698,1,Left Wing Extremism
25.49546,90.61682,1,Nationalist/Sub-nationalist Movement
26.516613,90.136788,1,Left Wing Extremism
19.876165,75.343314,1,Left Wing Extremism
18.9,81.35,1,Left Wing Extremism
23.755579,84.354205,1,Left Wing Extremism
20.736369,82.496925,1,Left Wing Extremism
25.323197,90.178907,1,Nationalist/Sub-nationalist Movement
25.540785,85.268411,1,Left Wing Extremism
21.079676,80.438215,1,Left Wing Extremism
25.547282,90.231911,1,Nationalist/Sub-nationalist Movement
20.542442,82.554606,1,Left Wing Extremism
18.750058,80.683333,1,Left Wing Extremism
20.542442,82.554606,1,Left Wing Extremism
25.49546,90.61682,1,Nationalist/Sub-nationalist Movement
24.782784,93.885895,1,Nationalist/Sub-nationalist Movement
26.57701,93.171649,1,Nationalist/Sub-nationalist Movement
26.635315,91.687549,1,Nationalist/Sub-nationalist Movement
15.697725,79.794251,1,Left Wing Extremism
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
23.700589,92.484664,1,Nationalist/Sub-nationalist Movement
17.376812,78.487812,1,Religious Inspired: Islamic
17.376812,78.487812,1,Religious Inspired: Islamic
26.799257,84.620533,1,Left Wing Extremism
24.749905,84.370896,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
24.35,93.7,1,Nationalist/Sub-nationalist Movement
26.750419,94.216359,1,Nationalist/Sub-nationalist Movement
18.9,81.35,1,Left Wing Extremism
34.399281,74.281273,1,Religious Inspired: Islamic
22.466878,85.51712,1,Left Wing Extremism
13.798115,79.043748,1,Left Wing Extremism
26.479468,90.556866,1,Nationalist/Sub-nationalist Movement
25.853159,92.882619,1,Nationalist/Sub-nationalist Movement
34.08374,74.789902,1,Religious Inspired: Islamic
22.7429,85.335867,1,Left Wing Extremism
18.390961,81.662323,1,Left Wing Extremism
24.34303,94.199338,1,Nationalist/Sub-nationalist Movement
22.743335,85.335567,1,Left Wing Extremism
34.288891,74.463715,1,Religious Inspired: Islamic
34.08374,74.789902,1,Religious Inspired: Islamic
24.618163,94.012987,1,Nationalist/Sub-nationalist Movement
24.035711,84.477637,1,Left Wing Extremism
34.288891,74.463715,1,Religious Inspired: Islamic
21.298113,80.596609,1,Left Wing Extremism
23.846698,91.909924,1,Nationalist/Sub-nationalist Movement
18.363526,81.895253,1,Left Wing Extremism
23.4333,84.6833,1,Left Wing Extremism
23.13583,84.240173,1,Left Wing Extremism
19.332017,80.654195,1,Left Wing Extremism
20.397205,82.882905,1,Left Wing Extremism
18.196037,80.97773,1,Left Wing Extremism
18.196037,80.97773,1,Left Wing Extremism
25.038664,93.954688,1,Nationalist/Sub-nationalist Movement
12.008135,75.481079,1,Religious Inspired: Hindu
23.743805,84.504337,1,Left Wing Extremism
25.751832,85.25626,1,Left Wing Extremism
24.92326,86.220238,1,Left Wing Extremism
24.75,84.37,1,Left Wing Extremism
23.35,85.33,1,Left Wing Extremism
23.04917,84.541669,1,Left Wing Extremism
23.135398,84.247839,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.950248,86.175176,1,Left Wing Extremism
24.950248,86.175176,1,Left Wing Extremism
24.656056,84.435647,1,Left Wing Extremism
24.543551,93.967437,1,Nationalist/Sub-nationalist Movement
24.33113,93.730645,1,Nationalist/Sub-nationalist Movement
25.461952,90.914512,1,Nationalist/Sub-nationalist Movement
25.580692,90.886703,1,Nationalist/Sub-nationalist Movement
13.00807,77.570329,1,Religious Inspired: Islamic
19.703365,81.254482,1,Left Wing Extremism
18.543826,82.222438,1,Left Wing Extremism
24.798346,93.94043,1,Left Wing Extremism
21.425586,83.241677,1,Left Wing Extremism
24.931587,93.87042,1,Nationalist/Sub-nationalist Movement
24.303572,94.254148,1,Nationalist/Sub-nationalist Movement
23.395833,84.238515,1,Left Wing Extremism
18.304173,82.066398,1,Left Wing Extremism
18.547731,82.219398,1,Left Wing Extremism
25.820599,90.787053,1,Nationalist/Sub-nationalist Movement
25.820599,90.787053,1,Nationalist/Sub-nationalist Movement
34.242779,74.503012,1,Religious Inspired: Islamic
24.798346,93.94043,1,Nationalist/Sub-nationalist Movement
20.207901,81.251883,1,Left Wing Extremism
23.614329,85.230102,1,Nationalist/Sub-nationalist Movement
26.072512,90.588679,1,Nationalist/Sub-nationalist Movement
24.66644,94.065957,1,Nationalist/Sub-nationalist Movement
18.899466,81.533132,1,Left Wing Extremism
18.606524,81.969846,1,Left Wing Extremism
24.152633,84.856793,1,Left Wing Extremism
25.197613,86.540267,1,Left Wing Extremism
25.197613,86.540267,1,Left Wing Extremism
18.401443,81.94931,1,Left Wing Extremism
26.263204,89.706444,1,Nationalist/Sub-nationalist Movement
26.273745,89.728564,1,Nationalist/Sub-nationalist Movement
33.874027,74.901505,1,Religious Inspired: Islamic
19.143321,81.576095,1,Left Wing Extremism
18.257257,81.298996,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
21.097542,81.037781,1,Left Wing Extremism
18.23679,81.183095,1,Left Wing Extremism
18.8,80.8167,1,Left Wing Extremism
18.800937,80.816753,1,Left Wing Extremism
18.236864,81.183205,1,Left Wing Extremism
18.284126,81.214279,1,Left Wing Extremism
18.352486,81.953482,1,Left Wing Extremism
33.874027,74.901505,1,Religious Inspired: Islamic
18.865511,81.874222,1,Left Wing Extremism
18.9,81.35,1,Left Wing Extremism
18.391012,81.656929,1,Left Wing Extremism
